Normalization,Regressing out,Points,Model,PCA Components,LayerGroup,Regression Type,mean_rmse,std_rmse,mean_r2,std_r2,runs
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,low,GPR,0.07347745282130833,0.011312980412522542,0.47514085796324923,0.08738074888195826,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,mid,Lasso,0.07357103872827543,0.012222600136209565,0.4017601388835956,0.18361230888676364,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,mid,Lasso,0.07357128300125136,0.012221500687971483,0.40173449658541877,0.18361420558651936,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,high,Kernel Ridge,0.0735839335855846,0.010038472613157075,0.4046328564617417,0.15716821239778048,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,high,GPR,0.0737398810292269,0.010506729224119191,0.09151117588943114,0.2714059494722879,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,high,GPR,0.0738924419663617,0.01028122596741712,0.08761464414246238,0.26753388911012166,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,low,Ridge,0.0738933402076601,0.009076861013326625,0.08631737755976558,0.26345459131859045,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,high,GPR,0.07394221580823414,0.012764112162410577,0.4667030574557766,0.12190721233382561,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,low,Ridge,0.07396917695896575,0.012029507864518067,0.06621116155563621,0.41895821742565603,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,high,Kernel Ridge,0.07419316434415442,0.010359224312190085,0.07773851173015074,0.2832995377831662,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,0.07432142979590459,0.010573425214816714,0.4020360711155859,0.11502628143925323,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,low,GPR,0.07432252968309254,0.011082275891670185,0.40406169861473556,0.10417890669675742,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,high,GPR,0.07433568841334633,0.010134337303981522,0.0763638630036024,0.2663456070415264,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,low,GPR,0.0743397302966975,0.01086873834564974,0.4020975850701924,0.11105979714588739,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,high,GPR,0.07453037170462377,0.012088308783680553,0.3992022895409661,0.12830157599894038,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,high,Kernel Ridge,0.07456136566867692,0.008919895587046636,0.38496381703449667,0.15091413041948118,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,high,Ridge,0.07462106766394222,0.007417808933912074,0.0796400515460932,0.1870026834381524,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,mid,Ridge,0.0746714953121024,0.005543638454283584,0.06628256007711325,0.22721068822945,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,low,GPR,0.07473378346025242,0.010877828210672187,0.0560779084403194,0.3252104082763946,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,mid,GPR,0.07477429635291598,0.011056864059580914,0.05668067838337004,0.3204265758853921,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,high,Ridge,0.07480798714668771,0.007522342400196374,0.07515269492228337,0.18769990191358,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,low,Kernel Ridge,0.07489232363923369,0.011825045488706633,0.3987324907992072,0.09362667004318995,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,mid,Lasso,0.07495834034455849,0.005292498171858411,0.060827445277919855,0.21022396793769477,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,high,Ridge,0.07510150904641773,0.007305978903557427,0.06910760409996186,0.18021066248654902,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,mid,GPR,0.07512323506962756,0.01122377502757872,0.046592378470638574,0.32945797876762173,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,mid,GPR,0.07512969716829376,0.013468112797200733,0.3795028630554393,0.1731239173760908,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,mid,GPR,0.07513422463890261,0.012480110568387943,0.391969056757457,0.12314840885545894,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,low,GPR,0.07513452154524798,0.010245279051252457,0.05115671747365245,0.2949820607984536,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,high,GPR,0.07521658673854903,0.0122409441563275,0.3884067587194031,0.12986365031397218,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,mid,Ridge,0.07523975223129764,0.011802885562854243,0.4376663430265811,0.16273921802380628,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,mid,Ridge,0.07524092743506587,0.011802338465340104,0.4376307938281874,0.1627446586427529,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,low,Ridge,0.0752544056810955,0.010670800817377089,0.0307788398919068,0.38378818703196466,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,low,GPR,0.07526948600203162,0.010673736945344315,0.4290363589184867,0.17357907300094064,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,mid,Kernel Ridge,0.07537356555274198,0.010731271914835857,0.43505567468399803,0.13727426855241434,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,mid,Linear,0.07538713806415562,0.015370678186469441,0.34851396553061664,0.2605476398761154,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,mid,Linear,0.07538738079311881,0.015371505723072755,0.34852698744023747,0.26056378667396046,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,mid,Kernel Ridge,0.07547603058067498,0.010776718524690074,0.4359675120244877,0.13664732742362648,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,low,Ridge,0.07561162342216057,0.012484513385099464,0.05289977390417048,0.2914397252679002,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,mid,GPR,0.0756373000053035,0.011217524655928622,0.030264879520250216,0.3437392736306792,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,high,GPR,0.07566560938474225,0.010411426865659996,0.03200368611663011,0.3212433145349113,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,mid,Ridge,0.0758694695038767,0.011295893960913904,0.4263841173963427,0.16035961407624622,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,mid,Ridge,0.07587037588726284,0.011295212038266934,0.4263515513352742,0.16036567780354763,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,low,Kernel Ridge,0.07588266350348218,0.011136884327075595,0.38208498692952236,0.07623708537374789,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,low,Lasso,0.07590582280084114,0.011571148301761739,0.04747181783784832,0.26495530843552584,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,high,GPR,0.07592413895987245,0.012693484402720542,0.43594752310007134,0.12885909888282057,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,low,Lasso,0.07593678838785575,0.012766403892102285,0.043439250959654445,0.30210257919441724,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,mid,GPR,0.07600729499840142,0.012672675363913703,0.435910610836629,0.12182122025448416,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,mid,GPR,0.07602156873055013,0.012366471140903484,0.3769231862209051,0.12448880627600105,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,mid,GPR,0.07604010236770772,0.011266813594813118,0.018095407488641874,0.3516393287439026,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,0.07604608554220767,0.010407220060687037,0.4283429161956229,0.13340892780709793,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.07608002809598796,0.012294047533467934,0.3623126295975492,0.19400214859096734,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,high,Kernel Ridge,0.07610136984909073,0.0068066515034476615,0.03397935049549446,0.23725679260417207,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,low,Linear,0.07610271751225499,0.013168618692057361,0.03689478585952324,0.31958401623149607,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,low,Kernel Ridge,0.07616363554841606,0.011490436039415425,0.03848680176806785,0.2765290115222916,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,mid,Lasso,0.0761720297610451,0.010247350356737203,0.05100594551919044,0.18551594961297185,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,high,Kernel Ridge,0.07624280236251696,0.008562384566580759,0.4246720486498989,0.115575370876268,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,low,Kernel Ridge,0.07628060933546038,0.00815733303511478,0.36429871812676023,0.11700217457419144,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.07630221083148998,0.006732202412153434,0.01761484616071829,0.29103657908836894,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,low,GPR,0.07633129278163145,0.010786991010490563,0.010631143590784644,0.347822939101173,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,mid,Lasso,0.07633822459907737,0.006630335135362693,0.03961274232907748,0.1646479846415925,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,high,Kernel Ridge,0.07637433247208282,0.00850677638453674,0.36731022947029324,0.09073580055726786,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,mid,GPR,0.07646051865001453,0.012159079503172994,0.3688712030118624,0.12542398769025176,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,mid,Lasso,0.07647282347040253,0.012440366687776764,0.41272820055543913,0.19084213686710272,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,mid,Lasso,0.076474060358396,0.012439325647917039,0.41269303585983114,0.19083376799725893,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,low,Lasso,0.07660296793022707,0.011396894191398933,0.03077000572280275,0.25638573602767667,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,low,Lasso,0.0766620933326821,0.01249665224587491,0.024864148833109185,0.2984285593764936,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,high,GPR,0.0766942936273726,0.013059147298733937,0.42536730235789716,0.12943278540149364,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,low,Lasso,0.07690446717388115,0.010086262530837215,0.022779638512516687,0.23879806142005114,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.07695018374626279,0.011572418203860544,0.3506817808439628,0.17537848057111768,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,high,Kernel Ridge,0.07700275984196996,0.010309935523650195,0.40975139489242385,0.15810137697331428,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,high,Ridge,0.07706540646247119,0.00932390044205834,0.357643360815858,0.0902541620958037,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,high,Lasso,0.07706554578663373,0.014183888893473011,0.36746724680201,0.10548480455985651,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,high,Ridge,0.07706569534322212,0.009323980504271684,0.3576198651187638,0.09024975701466717,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,high,Lasso,0.07706749981686853,0.014183982923267372,0.36745774741968423,0.10546033270193873,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,low,Ridge,0.0770977919988997,0.010314667853734291,0.017411960338830523,0.2457609117416386,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,high,Ridge,0.07712429634411135,0.01171262430878649,0.03440437852206632,0.1692675630368123,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,mid,Lasso,0.07720727729343461,0.012830060249978122,0.40228665623678533,0.1914911691961866,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,mid,Lasso,0.07720729162416544,0.012828796003022787,0.4022664711859701,0.19148703005384402,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,high,Kernel Ridge,0.07732332590436351,0.009802773831027917,0.34744945203307726,0.14287316567075073,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,mid,Ridge,0.07737083415753175,0.010462136398379278,0.018022613991927495,0.21533572150730765,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,high,Lasso,0.07738455851174314,0.011583954057963494,0.028149691872712424,0.16392666800997513,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,mid,Lasso,0.07746864180032649,0.006205930852154545,0.0012066434521117095,0.2341883511477556,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,mid,Kernel Ridge,0.07758824286785804,0.00760911491246854,-0.002888168371917484,0.25378967246994216,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,low,GPR,0.07759100777043185,0.010606813664428442,-0.024979287890993143,0.3662607535718789,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,mid,Kernel Ridge,0.07774370529489043,0.01007658329546894,0.01715980567421638,0.1312689061771654,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,low,Ridge,0.07776431214070023,0.00947601698745176,0.3358999755208591,0.1432041525057065,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,low,Ridge,0.07776476596841933,0.009476132330198466,0.3359123003171401,0.14320444567620474,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,0.07779948623516518,0.010946255830364817,0.4067112613965322,0.11845684600235963,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,low,GPR,0.07780027638291429,0.01136883280948479,0.40810611733033847,0.10946577216000358,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,low,Kernel Ridge,0.0778210868974386,0.010231715373501126,0.3492410202342186,0.07346193967061172,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,high,Lasso,0.07783112398750924,0.01364455504681543,0.35753115405948727,0.07926430734689435,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,high,Lasso,0.07783288051431977,0.013644342190813908,0.35752279165129647,0.07924161469719873,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,high,Linear,0.07783797497978873,0.011633041995243926,0.013415114634979205,0.19127746966188966,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,low,GPR,0.07784342185899552,0.011545088044551883,0.40895444480473947,0.10286492390202924,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,mid,Ridge,0.07786175508639608,0.010659686809915846,0.01681316194087129,0.11840453197116121,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,high,GPR,0.07790655880652815,0.012577377683375131,0.4062551299392745,0.12757617079019196,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,high,Ridge,0.07800086880608426,0.011988774810444332,0.34794537160047967,0.10044277349564745,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,high,Ridge,0.0780011453360924,0.011988564825087597,0.34791992787245213,0.10044729156154969,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,high,Kernel Ridge,0.07805698235862293,0.009187998729864578,0.38985172011245756,0.1523064474081141,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,high,Kernel Ridge,0.07809295405355453,0.010299648750976036,0.3412493818267181,0.10487809224054956,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,high,Ridge,0.07809582108537146,0.009827546284762269,0.34167009301348333,0.0895706450485073,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,high,Ridge,0.07809613295840172,0.009827360886256933,0.3416445057943667,0.08957028533789506,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,mid,Lasso,0.0781756556357375,0.01050764699084358,0.009127291259115539,0.11180982693256988,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,low,Kernel Ridge,0.07844355409191124,0.012464927906904896,0.4037552279427656,0.09395881546701618,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,mid,GPR,0.07847504007861138,0.012270435417915915,0.33475817399976854,0.1296383539317214,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,mid,Ridge,0.0785005630634321,0.012711497851815511,0.31973076235607895,0.23843924604927041,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,mid,Ridge,0.07850103698254655,0.012710875911615897,0.3197001847581932,0.238444801849605,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,high,Lasso,0.07857076350692942,0.01408618870923109,0.34674959963010193,0.07614025328056584,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,high,Lasso,0.07857258100602514,0.014086042654958324,0.34674059476349256,0.0761149256814533,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,100,mid,GPR,0.07858113157965547,0.012955508836343724,0.39841416844462274,0.12218066316192784,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,low,Linear,0.07858729323005299,0.015696285114672713,0.23104442421961988,0.5315724429044395,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,190,low,Linear,0.07858819530677547,0.01569531798201952,0.23104228332037513,0.5315969819125084,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,mid,GPR,0.07861332992605015,0.013905145033299201,0.385440071435952,0.17052513528242422,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,10,high,GPR,0.0786363538319804,0.012762907507974382,0.3954550573363025,0.1292071073093212,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,mid,Linear,0.07868733209435651,0.010557468382644937,-0.005732569217805942,0.12877231038427292,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,mid,Linear,0.0789410440395181,0.015999980347925432,0.3524303186377888,0.26426347621933033,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,mid,Linear,0.07894128204664172,0.01600094882631438,0.3524422238482825,0.2642824466400088,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,low,Ridge,0.0789815556993568,0.012234417246959003,0.33235362245647515,0.09747494008895287,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,low,Ridge,0.0789818783967442,0.012235115310814929,0.3323708233715354,0.09747024278653968,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,high,Ridge,0.07904396997976772,0.006971944415676181,-0.034082150218836725,0.2054691019307448,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,mid,Linear,0.07940087793058954,0.010568934237057816,-0.07005014161800681,0.36533251217152846,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,mid,Linear,0.07943337227901039,0.010407327443491614,-0.04391591156656711,0.27542569449084503,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,100,low,GPR,0.07944561185390542,0.009232073811249282,0.2936658361665425,0.21250315582001394,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,low,Kernel Ridge,0.07947048667275174,0.011765927430139022,0.38750293961129806,0.0760577559599567,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,mid,GPR,0.07953252300993452,0.012844024019532512,0.3831949588908616,0.12353656334981775,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,100,high,Kernel Ridge,0.07986263657963387,0.00883668799438668,0.37419561238347293,0.09170575696173663,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,low,Kernel Ridge,0.07988543067800691,0.008635743457147954,0.37042412033605493,0.11207185833495041,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,20,mid,GPR,0.08002055964772907,0.012623763603048878,0.3747785001804646,0.12449223088983973,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,high,Lasso,0.08006951799261208,0.015261527824245884,0.38231045971482974,0.1168908242949761,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,high,Lasso,0.08007165948558549,0.015261760057200636,0.3822995262662329,0.11686787877173363,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.08018659401117263,0.012643357610571736,0.35794368266004706,0.19815707385328318,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,low,Linear,0.08039023342746605,0.011074348089367029,-0.14959079845174872,0.5635504486784639,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,high,Kernel Ridge,0.08050490841227362,0.010790655997292814,0.29827048351509644,0.12571518740301457,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,high,Lasso,0.08052282263574938,0.01007563985303312,-0.059749733585827636,0.1803450430301245,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,high,Lasso,0.08052282663003775,0.010075641242880882,-0.05974987168167049,0.18034537442459544,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.08055390430525979,0.012066070607970821,0.3555716972289649,0.17976421099213766,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,190,high,Ridge,0.08063245015432666,0.009698324793721153,0.36390827894890826,0.09157043560703092,4
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,190,high,Ridge,0.08063281570239823,0.009698400276810423,0.3638845395299692,0.09156613273124198,4
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,mid,Kernel Ridge,0.08074836680338744,0.008924311455674823,0.2914683391841802,0.1031681580940906,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,low,Linear,0.08085572111356554,0.008260621954346186,-0.08384408287157082,0.2416321835852962,4
